Customer_ID,Latitude,Longitude,City,Order_Weight,Order_Volume,Time_Window_Start,Time_Window_End,Service_Time,Priority_Level,Delivery_Type,Return_Flag
C000300,20.984745,105.970375,Hanoi,18.96,0.191,08:00,16:00,9,2,Home,False
C000302,20.991771,105.834814,Hanoi,9.72,0.22,08:00,16:00,11,2,Locker,False
C000308,21.059192,105.84033,Hanoi,20.36,0.044,09:00,16:00,4,2,Locker,True
C000309,20.993332,105.837331,Hanoi,9.68,0.215,10:00,16:00,5,1,Home,False
C000311,20.913478,105.740218,Hanoi,2.15,0.163,09:00,12:00,7,1,Home,False
C000312,20.941591,105.856033,Hanoi,9.77,0.218,17:00,21:00,8,2,Home,False
C000315,21.066302,105.846981,Hanoi,18.16,0.014,09:00,16:00,7,2,Home,False
C000317,21.125156,105.770277,Hanoi,21.87,0.12,17:00,20:00,4,2,Home,False
C000319,21.132733,105.899837,Hanoi,16.49,0.036,15:00,21:00,3,1,Home,False
C000320,21.023321,105.901144,Hanoi,21.87,0.215,08:00,16:00,7,2,Home,False
C000322,21.065,105.810854,Hanoi,15.45,0.166,15:00,18:00,3,3,Home,False
C000331,21.085797,105.945141,Hanoi,9.54,0.133,08:00,12:00,3,2,Office,False
C000333,21.062519,105.760933,Hanoi,13.79,0.132,15:00,21:00,7,2,Home,False
C000338,20.914661,105.83141,Hanoi,10.73,0.166,15:00,20:00,15,2,Locker,False
C000344,20.960953,105.743851,Hanoi,23.09,0.216,15:00,18:00,14,2,Office,False
C000351,21.00917,105.875053,Hanoi,13.78,0.033,17:00,21:00,12,2,Home,False
C000359,21.137361,105.895216,Hanoi,16.61,0.112,08:00,16:00,13,3,Home,False
C000361,21.041464,105.826332,Hanoi,3.3,0.033,10:00,18:00,4,1,Home,True
C000363,21.122848,105.954978,Hanoi,2.4,0.011,08:00,11:00,7,2,Home,False
C000366,21.135308,105.880831,Hanoi,20.06,0.175,13:00,20:00,9,2,Locker,False
C000367,20.941724,105.846353,Hanoi,15.81,0.019,15:00,21:00,4,2,Home,True
C000369,21.095836,105.935977,Hanoi,12.66,0.215,13:00,16:00,8,2,Office,True
C000370,20.932207,105.826475,Hanoi,5.44,0.019,15:00,21:00,6,2,Home,True
C000372,21.095923,105.869126,Hanoi,1.93,0.126,13:00,20:00,4,2,Home,False
C000374,21.103131,105.856702,Hanoi,6.61,0.216,09:00,12:00,15,2,Home,False
C000375,20.954847,105.898535,Hanoi,16.29,0.186,08:00,11:00,12,2,Home,False
C000378,21.139731,105.910351,Hanoi,23.89,0.108,13:00,20:00,15,2,Home,False
C000379,21.012779,105.788501,Hanoi,21.86,0.237,17:00,21:00,3,3,Locker,False
C000383,21.12425,105.808134,Hanoi,21.99,0.167,15:00,20:00,14,2,Locker,True
C000384,20.915333,105.768684,Hanoi,18.45,0.068,08:00,11:00,9,2,Locker,False
C000385,21.098126,105.808374,Hanoi,2.62,0.147,09:00,16:00,3,2,Office,False
C000387,21.055765,105.809215,Hanoi,14.75,0.016,13:00,18:00,5,2,Locker,False
C000389,20.911668,105.800923,Hanoi,12.28,0.071,08:00,12:00,8,3,Home,False
C000394,20.949279,105.970401,Hanoi,2.35,0.175,08:00,12:00,6,2,Home,False
C000401,21.132463,105.785924,Hanoi,17.05,0.021,10:00,18:00,9,2,Locker,False
C000407,21.024997,105.903565,Hanoi,16.74,0.228,15:00,21:00,6,1,Home,False
C000408,20.922391,105.76802,Hanoi,8.99,0.175,09:00,12:00,15,3,Office,True
C000414,20.986201,105.812205,Hanoi,13.66,0.22,13:00,18:00,13,2,Office,False
C000416,20.963603,105.897175,Hanoi,6.63,0.021,09:00,16:00,9,3,Home,False
C000421,21.091645,105.941918,Hanoi,18.71,0.088,09:00,12:00,12,2,Home,False
C000429,21.126378,105.891854,Hanoi,6.44,0.136,13:00,16:00,14,2,Home,False
C000439,21.002752,105.970751,Hanoi,9.28,0.197,17:00,21:00,15,2,Home,True
C000449,20.934556,105.967552,Hanoi,4.9,0.138,13:00,18:00,13,2,Home,False
C000454,20.92475,105.796093,Hanoi,7.11,0.05,08:00,12:00,4,2,Locker,False
C000459,21.125047,105.768946,Hanoi,17.53,0.212,09:00,16:00,8,2,Home,False
C000461,20.963295,105.96859,Hanoi,20.7,0.2,13:00,18:00,15,2,Home,False
C000463,21.020739,105.839794,Hanoi,0.25,0.153,13:00,18:00,5,2,Home,False
C000465,20.91721,105.897585,Hanoi,20.9,0.223,17:00,21:00,10,1,Home,False
C000467,20.978587,105.947002,Hanoi,17.43,0.133,17:00,21:00,7,1,Home,False
C000470,21.01529,105.851779,Hanoi,14.4,0.023,10:00,18:00,5,2,Home,False
C000472,20.94388,105.868038,Hanoi,1.81,0.026,15:00,20:00,14,2,Home,True
C000477,21.019758,105.837667,Hanoi,14.87,0.199,17:00,20:00,4,2,Office,False
C000479,20.91213,105.853393,Hanoi,23.54,0.186,10:00,16:00,11,1,Home,False
C000482,20.933748,105.931645,Hanoi,22.85,0.103,15:00,21:00,6,1,Home,False
C000483,21.019534,105.942193,Hanoi,1.82,0.244,17:00,21:00,12,3,Home,False
C000484,21.126061,105.848051,Hanoi,1.11,0.147,17:00,20:00,8,3,Locker,False
C000487,21.116481,105.925508,Hanoi,14.09,0.113,08:00,11:00,4,3,Home,False
C000491,21.145647,105.811161,Hanoi,20.77,0.219,15:00,21:00,8,2,Home,False
C000500,21.052038,105.749992,Hanoi,13.19,0.023,08:00,11:00,8,1,Home,False
C000506,21.109449,105.859372,Hanoi,9.41,0.012,13:00,16:00,5,2,Home,False
C000510,21.017028,105.935343,Hanoi,15.32,0.235,09:00,18:00,5,2,Home,False
C000516,20.934886,105.792426,Hanoi,11.46,0.087,13:00,18:00,9,2,Locker,False
C000520,21.002546,105.855024,Hanoi,9.48,0.154,13:00,16:00,8,3,Home,False
C000521,20.960331,105.875325,Hanoi,10.61,0.224,10:00,16:00,4,2,Home,False
C000529,21.016948,105.934515,Hanoi,23.72,0.105,08:00,11:00,10,3,Home,False
C000530,21.093405,105.913185,Hanoi,8.92,0.148,09:00,12:00,4,3,Home,False
C000533,21.048142,105.971314,Hanoi,6.1,0.057,08:00,16:00,6,3,Home,False
C000535,20.971248,105.945245,Hanoi,21.03,0.089,08:00,11:00,3,1,Locker,False
C000538,20.910698,105.745291,Hanoi,18.29,0.024,15:00,20:00,12,3,Home,False
C000539,21.093298,105.91649,Hanoi,13.1,0.062,15:00,20:00,14,3,Office,False
C000540,20.947786,105.837449,Hanoi,13.29,0.11,15:00,18:00,5,2,Home,False
C000542,20.931686,105.900744,Hanoi,22.19,0.105,13:00,16:00,12,2,Locker,False
C000543,21.025653,105.850601,Hanoi,19.4,0.244,17:00,20:00,8,3,Home,False
C000544,21.114509,105.931275,Hanoi,4.17,0.174,15:00,20:00,10,1,Home,False
C000546,21.073513,105.811144,Hanoi,2.56,0.206,08:00,16:00,3,2,Home,True
C000547,21.010456,105.831466,Hanoi,8.42,0.056,08:00,12:00,11,2,Home,False
C000549,21.124338,105.734613,Hanoi,6.05,0.168,08:00,11:00,9,2,Locker,False
C000551,21.11253,105.889363,Hanoi,4.01,0.215,15:00,20:00,9,2,Home,False
C000553,21.102492,105.79851,Hanoi,8.08,0.242,08:00,11:00,6,1,Home,False
C000554,21.075392,105.868031,Hanoi,8.6,0.142,09:00,18:00,13,1,Home,False
C000558,21.014515,105.809759,Hanoi,17.97,0.076,13:00,16:00,4,2,Home,False
C000561,20.998733,105.745237,Hanoi,4.52,0.061,10:00,18:00,10,3,Home,False
C000563,21.057463,105.83898,Hanoi,20.15,0.188,08:00,12:00,15,3,Home,True
C000564,20.967672,105.954692,Hanoi,5.92,0.037,13:00,18:00,10,2,Home,False
C000566,21.058158,105.907559,Hanoi,13.68,0.148,17:00,21:00,13,1,Home,False
C000569,20.919048,105.848734,Hanoi,8.34,0.074,17:00,21:00,3,1,Home,False
C000570,20.943587,105.791059,Hanoi,3.21,0.111,13:00,20:00,4,1,Home,False
C000577,21.105222,105.76398,Hanoi,12.86,0.005,09:00,18:00,3,3,Home,False
C000581,20.965244,105.78273,Hanoi,2.29,0.14,15:00,18:00,11,2,Locker,False
C000583,20.913635,105.906786,Hanoi,9.57,0.117,09:00,16:00,11,2,Home,False
C000584,21.001885,105.86886,Hanoi,13.1,0.05,13:00,18:00,15,3,Home,False
C000585,21.092848,105.849088,Hanoi,13.04,0.139,17:00,20:00,14,2,Locker,False
C000586,21.145846,105.757258,Hanoi,24.29,0.188,15:00,21:00,8,2,Home,False
C000588,20.931116,105.809356,Hanoi,3.19,0.036,13:00,16:00,12,3,Home,False
C000589,21.117133,105.745929,Hanoi,17.36,0.233,08:00,16:00,3,2,Locker,False
C000591,20.934532,105.876947,Hanoi,18.01,0.176,13:00,16:00,10,2,Home,False
C000595,21.059788,105.94568,Hanoi,17.49,0.205,13:00,20:00,13,2,Home,False
C000597,21.010349,105.829931,Hanoi,15.08,0.17,15:00,18:00,11,2,Home,False
C000598,20.982376,105.854176,Hanoi,6.26,0.152,08:00,11:00,8,1,Home,False
C000601,20.990119,105.904642,Hanoi,15.68,0.166,09:00,12:00,10,3,Home,True
C000602,20.938838,105.860946,Hanoi,7.44,0.184,17:00,21:00,14,3,Home,False
C000605,20.967979,105.839522,Hanoi,16.6,0.037,10:00,18:00,12,1,Home,False
C000606,20.993841,105.968648,Hanoi,5.21,0.005,13:00,18:00,10,2,Home,False
C000607,20.943266,105.939576,Hanoi,9.06,0.02,17:00,20:00,12,3,Locker,False
C000611,21.139435,105.932596,Hanoi,23.45,0.02,17:00,20:00,8,3,Home,False
C000613,21.024846,105.950035,Hanoi,19.54,0.211,13:00,18:00,14,2,Home,False
C000622,21.112857,105.830456,Hanoi,21.61,0.186,17:00,20:00,7,3,Locker,False
C000623,21.116804,105.970489,Hanoi,12.64,0.027,17:00,21:00,10,1,Home,False
C000627,20.920416,105.771753,Hanoi,20.83,0.218,13:00,18:00,3,2,Home,False
C000628,20.972404,105.944346,Hanoi,0.69,0.209,17:00,21:00,5,2,Home,False
C000631,21.0902,105.810132,Hanoi,9.89,0.023,09:00,18:00,15,3,Locker,False
C000635,21.000774,105.963591,Hanoi,17.69,0.191,09:00,18:00,8,2,Home,False
C000636,21.112832,105.905533,Hanoi,23.11,0.143,17:00,20:00,14,2,Home,False
C000639,21.084566,105.904316,Hanoi,7.43,0.19,17:00,21:00,15,2,Home,False
C000644,21.072983,105.92445,Hanoi,14.63,0.203,08:00,11:00,15,2,Home,False
C000649,20.966236,105.968977,Hanoi,1.08,0.215,15:00,20:00,3,2,Home,False
C000658,21.051147,105.923358,Hanoi,6.58,0.205,13:00,20:00,8,2,Home,False
C000659,20.912433,105.85689,Hanoi,22.62,0.028,15:00,20:00,10,2,Home,False
C000664,21.023939,105.834658,Hanoi,7.06,0.207,15:00,21:00,14,2,Home,False
C000665,21.134624,105.905085,Hanoi,14.92,0.016,09:00,12:00,6,3,Home,False
C000667,21.070659,105.861422,Hanoi,8.26,0.206,13:00,20:00,14,3,Office,False
C000668,20.942683,105.896287,Hanoi,11.98,0.231,09:00,16:00,3,2,Home,False
C000669,21.077676,105.910531,Hanoi,0.43,0.217,15:00,18:00,8,2,Home,False
C000670,20.926939,105.80681,Hanoi,22.01,0.113,08:00,12:00,9,2,Home,True
C000674,21.012665,105.935246,Hanoi,8.01,0.234,17:00,20:00,5,2,Locker,False
C000679,21.132939,105.780057,Hanoi,1.2,0.057,15:00,21:00,15,1,Locker,False
C000683,20.976073,105.781996,Hanoi,2.79,0.061,17:00,21:00,12,2,Locker,False
C000684,21.09296,105.967728,Hanoi,1.09,0.133,15:00,21:00,9,2,Home,False
C000692,21.094895,105.751883,Hanoi,16.07,0.171,08:00,11:00,12,2,Home,False
C000694,20.947271,105.899194,Hanoi,3.81,0.131,17:00,21:00,10,2,Home,False
C000695,20.990878,105.880895,Hanoi,0.55,0.192,10:00,18:00,13,2,Home,False
C000699,21.029805,105.950804,Hanoi,10.7,0.211,15:00,21:00,11,3,Locker,True
C000703,21.111496,105.919363,Hanoi,6.58,0.006,17:00,21:00,9,2,Home,False
C000707,21.110398,105.865791,Hanoi,19.5,0.125,13:00,20:00,11,2,Home,False
C000709,20.921142,105.791556,Hanoi,2.03,0.099,08:00,11:00,10,1,Home,False
C000711,20.952316,105.854312,Hanoi,12.8,0.017,08:00,16:00,7,3,Home,False
C000712,21.12856,105.933181,Hanoi,24.52,0.092,09:00,12:00,7,2,Home,False
C000713,21.070167,105.900251,Hanoi,7.81,0.158,08:00,16:00,15,1,Home,False
C000716,20.933942,105.762621,Hanoi,22.82,0.065,13:00,20:00,15,2,Home,False
C000718,21.086666,105.769673,Hanoi,22.19,0.08,17:00,20:00,14,2,Home,False
C000721,21.030517,105.94693,Hanoi,4.59,0.032,10:00,16:00,14,2,Home,True
C000725,20.961102,105.848911,Hanoi,17.34,0.218,15:00,20:00,13,1,Home,False
C000726,21.005809,105.866097,Hanoi,24.44,0.195,13:00,20:00,15,1,Locker,False
C000731,21.015575,105.899541,Hanoi,3.04,0.063,08:00,16:00,11,2,Home,True
C000732,21.079434,105.908222,Hanoi,19.94,0.07,15:00,18:00,13,2,Home,False
C000735,21.006686,105.759622,Hanoi,22.64,0.065,08:00,12:00,14,3,Home,False
C000737,20.948607,105.851381,Hanoi,5.33,0.25,10:00,18:00,6,1,Home,False
C000740,21.074809,105.835309,Hanoi,14.42,0.22,17:00,21:00,15,2,Home,False
C000741,20.958587,105.864017,Hanoi,13.44,0.159,15:00,18:00,13,1,Home,False
C000742,20.93019,105.756907,Hanoi,7.11,0.171,13:00,20:00,10,2,Locker,False
C000743,21.07168,105.928276,Hanoi,7.03,0.178,13:00,18:00,5,2,Home,False
C000744,21.054679,105.938403,Hanoi,13.57,0.007,08:00,11:00,10,2,Locker,False
C000745,21.086302,105.74615,Hanoi,3.31,0.113,15:00,21:00,8,2,Home,False
C000746,21.066164,105.906325,Hanoi,6.1,0.175,13:00,20:00,14,2,Home,False
C000750,21.002342,105.972488,Hanoi,12.41,0.084,13:00,18:00,12,2,Home,False
C000754,21.142314,105.913304,Hanoi,8.91,0.233,10:00,16:00,14,2,Locker,False
C000756,21.075493,105.926037,Hanoi,12.06,0.135,08:00,12:00,10,1,Home,False
C000758,20.941053,105.836052,Hanoi,0.66,0.03,09:00,16:00,9,2,Home,False
C000759,20.97264,105.795676,Hanoi,11.82,0.174,09:00,16:00,9,2,Home,False
C000762,21.058902,105.821373,Hanoi,8.78,0.006,15:00,21:00,3,2,Home,False
C000763,20.93425,105.859068,Hanoi,1.6,0.116,13:00,18:00,15,2,Home,False
C000765,20.991113,105.907663,Hanoi,12.46,0.232,17:00,21:00,10,2,Home,False
C000766,21.108052,105.973009,Hanoi,7.66,0.046,15:00,21:00,4,2,Home,False
C000770,21.144173,105.835931,Hanoi,5.63,0.022,08:00,11:00,6,2,Home,False
C000782,20.968051,105.838876,Hanoi,7.46,0.232,08:00,12:00,8,1,Home,False
C000793,20.914512,105.944805,Hanoi,0.85,0.24,15:00,18:00,6,2,Home,False
C000794,20.957996,105.866543,Hanoi,6.27,0.154,17:00,21:00,13,2,Home,False
C000797,21.070372,105.943225,Hanoi,2.25,0.041,13:00,16:00,11,3,Home,True
C000802,21.133913,105.914103,Hanoi,13.53,0.078,08:00,11:00,8,2,Home,False
C000806,20.99666,105.972177,Hanoi,7.4,0.076,13:00,20:00,4,2,Home,False
C000810,20.964736,105.948706,Hanoi,15.13,0.08,09:00,12:00,12,2,Home,False
C000811,20.932493,105.80039,Hanoi,0.68,0.087,17:00,20:00,7,3,Home,False
C000816,21.137032,105.832126,Hanoi,4.39,0.192,09:00,18:00,13,2,Office,False
C000826,20.978648,105.967285,Hanoi,16.3,0.086,10:00,18:00,13,2,Home,False
C000828,21.059615,105.832051,Hanoi,15.37,0.16,09:00,12:00,3,3,Home,True
C000833,20.966473,105.927034,Hanoi,3.39,0.134,09:00,12:00,4,2,Home,False
C000835,21.086761,105.902639,Hanoi,15.55,0.112,17:00,21:00,11,3,Locker,True
C000840,21.011538,105.774232,Hanoi,9.63,0.008,17:00,21:00,11,2,Home,False
C000841,20.95956,105.904297,Hanoi,9.21,0.13,09:00,16:00,11,2,Home,False
C000842,21.094138,105.809469,Hanoi,8.26,0.148,15:00,20:00,4,2,Locker,False
C000843,21.05561,105.796155,Hanoi,16.64,0.129,13:00,20:00,6,3,Home,True
C000844,20.930128,105.862644,Hanoi,2.53,0.13,10:00,18:00,9,2,Home,False
C000846,20.945549,105.957399,Hanoi,3.2,0.125,09:00,18:00,3,1,Locker,False
C000850,20.981918,105.812401,Hanoi,7.87,0.021,08:00,11:00,15,2,Home,False
C000853,20.95212,105.799617,Hanoi,0.91,0.034,10:00,18:00,15,2,Home,False
C000856,21.071818,105.790515,Hanoi,24.6,0.103,10:00,18:00,7,2,Home,False
C000857,21.038279,105.967852,Hanoi,22.66,0.101,15:00,18:00,8,1,Home,False
C000859,20.977106,105.860072,Hanoi,24.51,0.034,13:00,20:00,8,3,Home,True
C000861,20.935561,105.866631,Hanoi,15.04,0.241,13:00,18:00,6,2,Home,False
C000863,21.006637,105.891067,Hanoi,15.44,0.239,10:00,18:00,12,2,Home,False
C000866,20.93745,105.817477,Hanoi,13.61,0.226,17:00,21:00,11,2,Home,False
C000867,21.139002,105.809092,Hanoi,24.83,0.088,15:00,21:00,12,2,Home,False
C000870,21.065632,105.938285,Hanoi,9.28,0.21,17:00,20:00,3,3,Locker,False
C000872,21.079278,105.820586,Hanoi,0.73,0.012,15:00,18:00,12,1,Home,True
C000873,20.944308,105.951779,Hanoi,6.96,0.157,17:00,20:00,4,3,Locker,True
C000877,21.104826,105.865359,Hanoi,22.68,0.234,09:00,18:00,6,2,Home,False
C000880,20.948219,105.892857,Hanoi,9.16,0.049,17:00,20:00,7,2,Home,False
C000881,21.125551,105.777515,Hanoi,9.79,0.139,09:00,16:00,14,2,Home,False
C000882,20.999349,105.798292,Hanoi,23.65,0.062,10:00,18:00,6,1,Home,False
C000884,20.972719,105.815672,Hanoi,2.15,0.174,09:00,16:00,3,1,Home,False
